id,timestamp,frequency_hz,anomaly_type,confidence_score,severity,description,detection_mode,spectrum_data_id,metadata
6516e19d-604c-4423-b711-4b3c070ef1f7,2025-08-09T06:50:36.925533,144000017.5250721,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.4 dB, score=1.00",lite,026bc2f2-89cc-453c-b503-b6e77a6a16fb,"{""peak_power"": 888744.3125, ""baseline_power"": 10.09223747253418, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.49498558095312534, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
4858e483-f3db-4fef-adf3-9d918dfee466,2025-08-09T06:50:42.113110,144000017.5335818,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.6 dB, score=1.00",lite,602b7e12-07fd-449f-8be9-67141000cbe2,"{""peak_power"": 911200.5, ""baseline_power"": 10.018330574035645, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.49328364104364436, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
7e438701-73d6-433a-9d43-d3986f50b2f7,2025-08-09T06:50:47.156430,145124588.98956725,amplitude,0.8167617105269255,medium,"Peak at 145.124589 MHz, SNR=19.3 dB, score=0.82",lite,bdad6d20-c761-4d6b-8539-ee1674329caa,"{""peak_power"": 873.4805297851562, ""baseline_power"": 10.17957878112793, ""bin_index"": 29718, ""fft_size"": 409600, ""interp_delta_bins"": -0.20208655127204786, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
0813383b-c490-4202-ba20-8a2c9365c7de,2025-08-09T06:50:52.331242,145124590.07781678,amplitude,0.78966525116187,medium,"Peak at 145.124590 MHz, SNR=18.8 dB, score=0.79",lite,d2187758-989c-43eb-9648-a98a99f48138,"{""peak_power"": 781.156982421875, ""baseline_power"": 10.313541412353516, ""bin_index"": 29718, ""fft_size"": 409600, ""interp_delta_bins"": 0.015563358611625657, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
beeb6fa6-cea8-44c2-a621-f4803ae1a49b,2025-08-09T06:51:07.478636,144000017.52732322,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.5 dB, score=1.00",lite,cae08a05-1f6b-419a-882a-a25265848165,"{""peak_power"": 884285.375, ""baseline_power"": 9.860355377197266, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.49453535399983795, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
9ce99580-97b0-478d-9892-60ef095af5af,2025-08-09T06:51:12.652977,144000017.5288861,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.4 dB, score=1.00",lite,9edd74fc-51bb-442f-80ca-a363622b95b9,"{""peak_power"": 877485.75, ""baseline_power"": 9.974282264709473, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.49422277731752473, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
fef288bf-af55-489f-bf9e-f12731f01e97,2025-08-09T06:51:17.582774,145124588.61143205,amplitude,0.8223641673676401,medium,"Peak at 145.124589 MHz, SNR=19.4 dB, score=0.82",lite,0cbcbe80-7429-4fcb-809a-05ca3c782c97,"{""peak_power"": 883.9859008789062, ""baseline_power"": 10.039613723754883, ""bin_index"": 29718, ""fft_size"": 409600, ""interp_delta_bins"": -0.2777135908768629, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
aba484a4-3ed5-4965-a4c2-cc0d9118ab05,2025-08-09T06:51:22.942384,145124588.69311708,amplitude,0.8211488987246076,medium,"Peak at 145.124589 MHz, SNR=19.4 dB, score=0.82",lite,6f0f2059-92a3-494d-98d5-8143600f0f66,"{""peak_power"": 890.5248413085938, ""baseline_power"": 10.170639038085938, ""bin_index"": 29718, ""fft_size"": 409600, ""interp_delta_bins"": -0.26137658309124956, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
4cf7fc59-5bb7-4020-959a-eeed7bb20f78,2025-08-09T06:51:38.130835,144000017.5210433,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.4 dB, score=1.00",lite,cda083aa-1997-40c5-bf62-b1f22db74f51,"{""peak_power"": 879217.6875, ""baseline_power"": 10.039137840270996, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.4957913372998277, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
a8c4de11-9b00-43ae-a542-7b9ada6e8757,2025-08-09T06:51:43.344068,144000017.5254454,amplitude,1.0,medium,"Peak at 144.000018 MHz, SNR=49.4 dB, score=1.00",lite,b1e3ca54-e708-4ab7-a14b-386f20e33c99,"{""peak_power"": 888658.8125, ""baseline_power"": 10.193572998046875, ""bin_index"": 4804, ""fft_size"": 409600, ""interp_delta_bins"": -0.49491092189819885, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
a87f808c-581e-4c75-9d76-5979cac05c62,2025-08-09T06:51:48.288925,145124586.9225431,amplitude,0.8328521883912521,medium,"Peak at 145.124587 MHz, SNR=19.7 dB, score=0.83",lite,70e68cbd-2316-42e3-8df9-c889e0c518e7,"{""peak_power"": 939.203369140625, ""baseline_power"": 10.163780212402344, ""bin_index"": 29717, ""fft_size"": 409600, ""interp_delta_bins"": 0.38450862155743076, ""freq_bin_hz"": 5.0, ""dc_exclude_hz"": 8000.0, ""edge_exclude_hz"": 20000.0, ""novelty_enabled"": true, ""novelty_freq_tol_hz"": 8000.0, ""novelty_cooldown_s"": 5.0, ""novelty_score_delta"": 0.2, ""min_snr_db"": 10.0, ""min_prominence_db"": 8.0, ""local_window_bins"": 5, ""neighbor_support_db"": 4.0, ""method"": ""periodogram:hann+interp+dc_notch+edge_notch+guards+novelty+prominence""}"
